"","web_address","title","doi","type","pdf","english","search","uses_data"
"50","https://www.researchgate.net/profile/Marimuthu-Muthuvel-2/publication/353122087_Stroke_Prediction/links/61d95d8bda5d105e55278aba/Stroke-Prediction.pdf?_sg%5B0%5D=started_experiment_milestone&_sg%5B1%5D=started_experiment_milestone&origin=journalDetail&_rtd=e30%3D","COMPUTATIONAL HEALTH CARE ANALYSIS USING HADOOP – STROKE PREDICTION ","na","article","yes","yes","stroke","yes"
"51","https://www.nature.com/articles/s41598-025-96541-2","An effective PO-RSNN and FZCIS based diabetes prediction and stroke analysis in the metaverse environment","10.1038/s41598-025-96541-2","article","yes","yes","stroke","yes"
"52","https://www.cell.com/heliyon/fulltext/S2405-8440(24)03442-X","Unlocking stroke prediction: Harnessing projection-based statistical feature extraction with ML algorithms","10.1016/j.heliyon.2024.e27411 ","article","yes","yes","stroke","yes"
"53","https://jurnal.unsil.ac.id/index.php/innovatics/article/view/6565y","Multi-Layer Perceptron For Diagnosing Stroke With The SMOTE Method In Overcoming Data Imbalances","10.37058/innovatics.v5i1.6565","article","yes","yes","stroke","yes"
"54","https://www.mdpi.com/1999-4893/17/2/78","A Review of Machine Learning’s Role in Cardiovascular Disease Prediction: Recent Advances and Future Challenges","10.3390/a17020078","article","yes","yes","stroke","yes"
"55","https://www.jstor.org/stable/27320248","Two inertial projective Mann forward-backward algorithm for variational inclusion problems and application to stroke prediction","10.37193/CJM.2024.02.10","article","yes","yes","stroke","yes"
"56","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12458/124582R/Stroke-prediction-based-on-multifactorial-regression-models/10.1117/12.2662578.short","Stroke prediction based on multifactorial regression models","10.1117/12.2662578","article","yes","yes","stroke","yes"
"57","https://ijai.iaescore.com/index.php/IJAI/article/view/24942/14110","Enhancing stroke prediction using the waikato environment for knowledge analysis","10.11591/ijai.v13.i3.pp3010-3017","article","yes","yes","stroke","yes"
"58","https://link.springer.com/article/10.1007/s00521-024-10235-w","A novel K-nearest neighbor classifier for lung cancer disease diagnosis","10.1007/s00521-024-10235-w","article","yes","yes","stroke","yes"
"59","https://ejournal.ptti.web.id/index.php/jahir/article/view/87","Comparison of Classification and Regression Model Approaches on the Main Causes of Stroke with Symbolic Regression Feyn Qlattice","10.59247/jahir.v1i2.87","article","yes","yes","stroke","yes"
"60","https://join.if.uinsgd.ac.id/index.php/join/article/view/1293","Data Balancing Techniques Using the PCA-KMeans and ADASYN for Possible Stroke Disease Cases","10.15575/join.v9i1.1293","article","yes","yes","stroke","yes"
"61","https://link.springer.com/article/10.1186/s12911-025-02894-z","Improving stroke risk prediction by integrating XGBoost, optimized principal component analysis, and explainable artificial intelligence","10.1186/s12911-025-02894-z","article","yes","yes","stroke","yes"
"62","https://scholarcommons.sc.edu/aii_fac_pub/618/","A Comprehensive Survey on Rare Event Prediction","https://dl.acm.org/doi/10.1145/3699955","article","yes","yes","stroke","yes"
"63","https://dergipark.org.tr/en/pub/umagd/article/1432162","Comparison of Machine Learning and Deep Learning Techniques for Stroke Prediction","10.29137/umagd.1432162","article","yes","yes","stroke","yes"
"64","http://www.cse.griet.ac.in/pdfs/journals23-24/SJ8.pdf","SPE: Ensemble Hybrid Machine Learning Model for Efficient Diagnosis of Brain Stroke towards Clinical Decision Support System (CDSS) ","na","article","yes","yes","stroke","yes"
"65","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12451/1245147/A-new-stroke-prediction-model-combined-algorithm-based-on-artificial/10.1117/12.2656802.short","A new stroke prediction model combined algorithm based on artificial neural networks and logistic regression","10.1117/12.2656802","article","yes","yes","stroke","yes"
"66","http://gemapublisher.com/index.php/jiste/article/view/95","Data Management Analysis for Predicting Stroke using RapidMiner","10.61487/jiste.v2i3.95","article","yes","yes","stroke","yes"
"67","https://ieeexplore.ieee.org/abstract/document/10981714","A Web-Based Interface That Leverages Machine Learning to Assess an Individual’s Vulnerability to Brain Stroke","10.1109/ACCESS.2025.3566093","article","yes","yes","stroke","yes"
"68","https://www.sciencedirect.com/science/article/pii/S2666990025000229","Enhancing stroke prediction models: A mixing of data augmentation and transfer learning for small-scale dataset in machine learning","10.1016/j.cmpbup.2025.100198","article","yes","yes","stroke","yes"
"69","https://www.sciencedirect.com/science/article/pii/S2665917423002076","A brain stroke detection model using soft voting based ensemble machine learning classifier","10.1016/j.measen.2023.100871","article","yes","yes","stroke","yes"
"70","https://dergipark.org.tr/en/pub/kfbd/article/1538305","Predicting Stroke Risk with Machine Learning and Hyperparameter Optimization","10.31466/kfbd.1538305","article","yes","yes","stroke","yes"
"71","https://dl.acm.org/doi/abs/10.1145/3542954.3543020","A Hybrid Machine Learning Approach to Predict the Risk of Having Stroke","10.1145/3542954.3543020","article","yes","yes","stroke","yes"
"72","https://ieeexplore.ieee.org/abstract/document/10445451/","Adaptive Stochastic Conjugate Gradient Optimization for Backpropagation Neural Networks","10.1109/ACCESS.2024.3370859","article","yes","yes","stroke","yes"
"73","https://provost.utsa.edu/undergraduate-research/journal/files/vol8/Obehi%20Ikpea%20--Final.pdf","Performance of Machine Learning Algorithms for Heart Disease Prediction: Logistic Regressions Regularized by Elastic Net,  SVM, Random Forests, and Neural Networks","na","article","yes","yes","stroke","yes"
"74","https://journal.iistr.org/index.php/ESL/article/view/470","A Glimpse to the Future: Identifying Stroke Risk Factors Using Data Visualization for Stroke Prediction","10.56741/esl.v3i01.470","article","yes","yes","stroke","yes"
"75","https://mednexus.org/doi/full/10.1016/j.imed.2023.06.002","A hybrid system to predict brain stroke using a combined feature selection and classifier","10.1016/j.imed.2023.06.002","article","yes","yes","stroke","yes"
"76","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12613/1261311/Stroke-risk-prediction-using-multiple-machine-learning-algorithms/10.1117/12.2673750.short","Stroke risk prediction using multiple machine learning algorithms","10.1117/12.2673750","article","yes","yes","stroke","yes"
"77","https://www.mdpi.com/1999-4893/17/12/571","Stroke Dataset Modeling: Comparative Study of Machine Learning Classification Methods","10.3390/a17120571","article","yes","yes","stroke","yes"
"78","https://www.jicce.org/journal/view.html?pn=current_issue&uid=1296&vmd=Full","Crunch Mode: Make Early Predictions about Risk of Stroke Using Machine Learning","10.56977/jicce.2025.23.1.17","article","yes","yes","stroke","yes"
"79","https://jurnalnasional.ump.ac.id/index.php/JUITA/article/view/17348","Comparison of Data Mining Classification Algorithms for Stroke Disease Prediction Using the SMOTE Upsampling Method","10.30595/juita.v11i2.17348","article","yes","yes","stroke","yes"
"80","https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2023.1257591/full","Enhancing accuracy in brain stroke detection: Multi-layer perceptron with Adadelta, RMSProp and AdaMax optimizers","10.3389/fbioe.2023.1257591","article","yes","yes","stroke","yes"
"81","https://jurnal.itsm.ac.id/index.php/inside/article/view/1138","Implementation of Deep Learning in Diagnosing Stroke Disease Based on Clinical Data Parameters","10.31967/inside.v2i1.1138","article","yes","yes","stroke","yes"
"82","https://ieeexplore.ieee.org/abstract/document/9826726","Improved Clinical Diagnosis Using Predictive Analytics","10.1109/ACCESS.2022.3190416","article","yes","yes","stroke","yes"
"83","https://journal.universitasbumigora.ac.id/index.php/matrik/article/view/1666","Stroke Prediction Using Machine Learning Method with Extreme Gradient Boosting Algorithm","10.30812/matrik.v21i3.1666","article","yes","yes","stroke","yes"
"84","https://www.sciencedirect.com/science/article/pii/S2665917424000849y","Enhanced stroke prediction using stacking methodology (ESPESM) in intelligent sensors for aiding preemptive clinical diagnosis of brain stroke","10.1016/j.measen.2024.101108","article","yes","yes","stroke","yes"
"85","https://dl.acm.org/doi/abs/10.1145/3625240","XAutoML: A Visual Analytics Tool for Understanding and Validating Automated Machine Learning","10.1145/3625240","article","yes","yes","stroke","yes"
"86","https://www.nature.com/articles/s41598-025-11263-9","A comprehensive explainable AI approach for enhancing transparency and interpretability in stroke prediction","10.1038/s41598-025-11263-9","article","yes","yes","stroke","yes"
"87","https://link.springer.com/article/10.1007/s10115-025-02424-3","Efficient healthcare data classification through gazelle-inspired optimization and multimodal deep learning","10.1007/s10115-025-02424-3","article","yes","yes","stroke","yes"
"88","https://bright-journal.org/Journal/index.php/JADS/article/view/763","Navigating Heart Stroke Terrain: A Cutting-Edge Feed-Forward Neural Network Expedition","10.47738/jads.v6i3.763","article","yes","yes","stroke","yes"
"89","https://www.nature.com/articles/s41598-024-70354-1","Unveiling the potential of machine learning approaches in predicting the emergence of stroke at its onset: a predicting framework","10.1038/s41598-024-70354-1","article","yes","yes","stroke","yes"
"90","https://link.springer.com/article/10.1007/s42979-024-03389-w","Enhanced Stroke Risk Prediction: A Fusion of Machine Learning Models for Improved Healthcare Strategies","10.1007/s42979-024-03389-w","article","yes","yes","stroke","yes"
"91","https://jnao-nu.com/Vol_11_Issue_02_July-December_2020/14.pdf","AN ANALYSIS OF BRAIN STROKE PREDICTION USING MACHINE LEARNING ","na","article","yes","yes","stroke","yes"
"92","https://books.google.com.au/books?hl=en&lr=&id=17LQEAAAQBAJ&oi=fnd&pg=PA95&dq=fedesoriano+stroke+prediction+dataset&ots=9GC3fJbbqW&sig=TQPtm7_Mw0BqQLEZ5wDOlOHTSBg#v=onepage&q=fedesoriano%20stroke%20prediction%20dataset&f=false","Detecting Stroke in Human Beings Using Machine Learning","10.54941/ahfe1003460","article","yes","yes","stroke","yes"
"93","https://aseestant.ceon.rs/index.php/jouproman/article/view/50921","PREDICTIVE MODELING OF STROKE OCCURRENCE USING PYTHON FOR IMPROVED RISK ASSESSMENT","10.5937/jpmnt12-50921","article","yes","yes","stroke","yes"
"94","https://link.springer.com/article/10.1007/s00521-022-07853-7","Toward reliable machine learning with Congruity: a quality measure based on formal concept analysis","10.1007/s00521-022-07853-7","article","yes","yes","stroke","yes"
"95","https://ieeexplore.ieee.org/abstract/document/10057378/","Missing Value Imputation Methods for Electronic Health Records","10.1109/ACCESS.2023.3251919","article","yes","yes","stroke","yes"
"96","https://jurnal.unprimdn.ac.id/index.php/JUSIKOM/article/view/2714","Comparison of Classification Algorithm in Predicting Stroke Disease","10.34012/jurnalsisteminformasidanilmukomputer.v6i1.2714","article","yes","yes","stroke","yes"
"97","https://www.nature.com/articles/s41598-024-61665-4","Predictive modelling and identification of key risk factors for stroke using machine learning","10.1038/s41598-024-61665-4","article","yes","yes","stroke","yes"
"98","https://link.springer.com/article/10.1007/s10796-023-10468-5","Tools for Healthcare Data Lake Infrastructure Benchmarking","10.1007/s10796-023-10468-5","article","yes","yes","stroke","yes"
"99","https://peerj.com/articles/cs-2196/","A novel adaptive weight bi-directional long short-term memory (AWBi-LSTM) classifier model for heart stroke risk level prediction in IoT","10.7717/peerj-cs.2196","article","yes","yes","stroke","yes"
"100","https://www.mdpi.com/2673-4117/5/1/15","Process Mining Organization (PMO) Based on Machine Learning Decision Making for Prevention of Chronic Diseases","10.3390/eng5010015","article","yes","yes","stroke","yes"
"101","https://www.researchgate.net/profile/Olusola-Olabanjo/publication/379224780_Stroke_Risk_Factor_Prediction_Using_Machine_Learning_Techniques_A_Systematic_Review/links/65ff857df3b56b5b2d25c6d7/Stroke-Risk-Factor-Prediction-Using-Machine-Learning-Techniques-A-Systematic-Review.pdf","Stroke Risk Factor Prediction Using Machine Learning Techniques: A Systematic Review","10.3923/jas.2024.1.15","article","yes","yes","stroke","yes"
"102","https://www.scirp.org/journal/paperinformation?paperid=115005","Health Seek: A Deep Learning-Based Intelligent System to Aid Medical Diagnosis","10.4236/jbise.2022.151007","article","yes","yes","stroke","yes"
"103","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5247731","Accuracy-Fairness Trade-Off in ML for Healthcare: A Quantitative Evaluation of Bias Mitigation Strategies","10.2139/ssrn.5247731","article","yes","yes","stroke","yes"
"104","https://www.researchgate.net/profile/Samrat-Dey-3/publication/364418814_A_comparative_analysis_of_machine_learning_classifiers_for_stroke_prediction_A_predictive_analytics_approach/links/636e15d454eb5f547cc3b1d6/A-comparative-analysis-of-machine-learning-classifiers-for-stroke-prediction-A-predictive-analytics-approach.pdf","A comparative analysis of machine learning classifiers for stroke prediction: A predictive analytics approach","10.1016/j.health.2022.100116","article","yes","yes","stroke","yes"
"105","https://ujsds.ppj.unp.ac.id/ujsds/article/view/144","Comparison of the C5.0 Algorithm and the CART Algorithm in Stroke Classification","10.24036/ujsds/vol2-iss1/144","article","yes","yes","stroke","yes"
"106","https://hrcak.srce.hr/clanak/446282y","Healthcare Critical Diagnosis Accuracy: A Proposed Machine Learning Evaluation Metric for Critical Healthcare Analysis","10.32985/ijeces.14.8.10","article","yes","yes","stroke","yes"
"107","http://ijeeemi.org/index.php/ijeeemi/article/view/86","Combinations of Optimization Method and Balancing Technique in Hypertension Classification with Machine Learning","doi.org/10.35882/ijeeemi.v7i2.86","article","yes","yes","stroke","yes"
"108","https://www.sciencedirect.com/science/article/pii/S2324242624000639","Predicting stroke risk: An effective stroke prediction model based on neural networks","10.1016/j.jnrt.2024.100156","article","yes","yes","stroke","yes"
"109","https://www.mdpi.com/1424-8220/22/13/4670","Stroke Risk Prediction with Machine Learning Techniques","10.3390/s22134670","article","yes","yes","stroke","yes"
"110","https://eprints.bournemouth.ac.uk/36721/","Deep Learning and Machine Learning for Early Detection of Stroke and Haemorrhage.","10.32604/cmc.2022.024492","article","yes","yes","stroke","yes"
"111","https://jurnal.mdp.ac.id/index.php/jatisi/article/view/8044","The CLASSIFICATION OF STROKE PREDICTION USING THE SUPPORT VECTOR MACHINE (SVM) METHOD","10.35957/jatisi.v11i3.8044","article","yes","yes","stroke","yes"
"112","https://link.springer.com/article/10.1007/s10462-024-10822-2","Integrating metaheuristics and artificial intelligence for healthcare: basics, challenging and future directions","10.1007/s10462-024-10822-2","article","yes","yes","stroke","yes"
"113","https://id.elsevier.com/as/authorization.oauth2?platSite=SD%2Fscience&additionalPlatSites=GH%2Fgeneralhospital%2CMDY%2Fmendeley%2CSC%2Fscopus%2CRX%2Freaxys&scope=openid%20email%20profile%20els_auth_info%20els_idp_info%20els_idp_analytics_attrs%20urn%3Acom%3Aelsevier%3Aidp%3Apolicy%3Aproduct%3Ainst_assoc&response_type=code&redirect_uri=https%3A%2F%2Fwww.sciencedirect.com%2Fuser%2Fidentity%2Flanding&authType=SINGLE_SIGN_IN&prompt=none&client_id=SDFE-v4&state=retryCounter%3D0%26csrfToken%3D07d0037e-2098-4f72-bac6-fc89a0151ca4%26idpPolicy%3Durn%253Acom%253Aelsevier%253Aidp%253Apolicy%253Aproduct%253Ainst_assoc%26returnUrl%3D%252Fscience%252Farticle%252Fpii%252FS2352648325000558%26prompt%3Dnone%26cid%3Darp-09ca96dc-75de-48e1-be5f-2b387d7c4440","Privacy-enhanced heart stroke detection using Federated Learning and Homomorphic Encryption","10.1016/j.smhl.2025.100594","article","yes","yes","stroke","yes"
"114","https://pdfs.semanticscholar.org/55b9/e7eae3e10a09b2df45f95bdeab8f90b4f5f2.pdf","AN ANALYSIS OF BRAIN STROKE PREDICTION USING MACHINE LEARNING","na","article","yes","yes","stroke","yes"
"115","https://assets.cureusjournals.com/artifacts/upload/original_article/pdf/2268/20241205-264152-qgeabf.pdf","Enhancing Stroke Prediction Using LightGBM With SMOTE-ENN and Fine-Tuning: A Comprehensive Analysis","10.7759/s44389-02402268-y","article","yes","yes","stroke","yes"
"116","https://iopscience.iop.org/article/10.1088/2631-8695/adad3a/meta","Robust classification model for identifying stroke patients utilising a machine learning-based ensemble stacking method","10.1088/2631-8695/adad3a","article","yes","yes","stroke","yes"
"117","https://jurnal.fikom.umi.ac.id/index.php/ILKOM/article/view/1252","Analysis of Stroke Classification Using Random Forest Method","10.33096/ilkom.v14i3.1252.186-193","article","yes","yes","stroke","yes"
"118","https://journals.ntu.edu.iq/index.php/NTU-JET/article/view/1172","Early Prediction of Stroke Risk Using Machine Learning Approaches and Imbalanced Data","10.56286/1vf19469","article","yes","yes","stroke","yes"
"119","https://iuojs.intimal.edu.my/index.php/intijournal/article/view/120","Predictive Modelling of Stroke Occurrence among Patients using Machine Learning","na","article","yes","yes","stroke","yes"
"120","https://www.nature.com/articles/s41598-024-73570-x","An intelligent learning system based on electronic health records for unbiased stroke prediction","10.1038/s41598-024-73570-x","article","yes","yes","stroke","yes"
"121","https://www.mdpi.com/2075-4418/14/22/2514","Explainable and Interpretable Model for the Early Detection of Brain Stroke Using Optimized Boosting Algorithms","10.3390/diagnostics14222514","article","yes","yes","stroke","yes"
"122","https://hspublishing.org/JRECS/article/view/372","Stroke Prediction Using Machine Learning","na","article","yes","yes","stroke","yes"
"123","https://etasr.com/index.php/ETASR/article/view/10292","A Robust Methodology for Stroke Disease Prediction using a Hard Voting Classifier","10.48084/etasr.10292","article","yes","yes","stroke","yes"
"124","https://www.mdpi.com/2813-2203/2/3/34","Prediction of Stroke Disease with Demographic and Behavioural Data Using Random Forest Algorithm","10.3390/analytics2030034","article","yes","yes","stroke","yes"
"125","https://link.springer.com/article/10.1007/s12599-024-00922-2","Challenging the Performance-Interpretability Trade-Off: An Evaluation of Interpretable Machine Learning Models","10.1007/s12599-024-00922-2","article","yes","yes","stroke","yes"
"126","https://www.mdpi.com/1424-8220/22/22/8615","A Catalogue of Machine Learning Algorithms for Healthcare Risk Predictions","10.3390/s22228615","article","yes","yes","stroke","yes"
